,customer_lifetime_value,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,total_claim_amount,month_year,day_year,year_year,state,response,coverage,education,employmentstatus,gender,location_code,marital_status,policy_type,renew_offer_type,sales_channel,vehicle_class,vehicle_size
4610,4863.266809,0,70,3,35,0,5,646.785442,1,20,2011,Oregon,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Corporate Auto,Offer2,Agent,Four-Door Car,Small
4611,5577.54128,97868,70,5,22,1,3,267.786573,1,9,2011,Arizona,No,Basic,College,Employed,M,Urban,Married,Special Auto,Offer3,Branch,Two-Door Car,Large
4612,4526.94696,92921,112,35,49,0,1,109.28708,2,9,2011,California,No,Basic,High School or Below,Employed,F,Rural,Married,Personal Auto,Offer2,Call Center,SUV,Medsize
4613,2662.0,41372,64,21,32,0,1,307.2,1,10,2011,Washington,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,Offer2,Branch,Four-Door Car,Small
4614,4892.422239,26660,63,23,40,0,8,453.6,1,27,2011,California,No,Basic,High School or Below,Medical Leave,F,Suburban,Married,Personal Auto,Offer3,Agent,Two-Door Car,Medsize
4615,15433.0,58851,79,11,33,1,2,494.187643,1,27,2011,Washington,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,Offer2,Web,Four-Door Car,Medsize
4616,8564.768226,95697,107,29,29,0,9,178.006524,2,17,2011,California,Yes,Basic,High School or Below,Employed,M,Rural,Married,Corporate Auto,Offer2,Agent,Sports Car,Medsize
4617,4419.539523,0,112,16,12,0,1,537.6,1,28,2011,California,No,Basic,Master,Unemployed,F,Suburban,Married,Personal Auto,Offer1,Agent,SUV,Medsize
4618,5637.740051,0,84,4,52,1,4,403.2,2,26,2011,Arizona,No,Extended,Bachelor,Unemployed,M,Suburban,Divorced,Personal Auto,Offer2,Agent,Four-Door Car,Large
4619,5047.483378,81741,64,10,94,0,8,186.448395,1,14,2011,Washington,No,Basic,Bachelor,Employed,M,Urban,Single,Corporate Auto,Offer1,Agent,Four-Door Car,Medsize
4620,4913.118904,48295,63,25,96,0,8,290.301553,2,6,2011,Oregon,No,Basic,College,Employed,F,Urban,Single,Personal Auto,Offer1,Branch,Four-Door Car,Medsize
4621,5799.063709,65538,72,24,86,0,3,261.341223,1,29,2011,Nevada,No,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,Offer4,Web,Four-Door Car,Small
4622,5568.984683,53997,69,26,3,0,3,345.158393,1,15,2011,Oregon,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Offer1,Branch,Four-Door Car,Medsize
4623,3861.486269,93272,95,3,54,0,1,281.110788,1,6,2011,Oregon,Yes,Extended,College,Employed,F,Urban,Married,Personal Auto,Offer2,Branch,Four-Door Car,Medsize
4624,2912.913958,68899,74,6,60,0,1,104.0,2,5,2011,California,No,Basic,Bachelor,Employed,F,Rural,Single,Personal Auto,Offer2,Branch,Two-Door Car,Medsize
4625,6980.325287,0,67,20,14,0,2,321.6,1,25,2011,California,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Corporate Auto,Offer3,Branch,Four-Door Car,Medsize
4626,6769.324811,0,97,31,43,0,7,698.4,1,4,2011,Nevada,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Agent,Four-Door Car,Small
4627,8193.555045,54950,103,25,75,0,7,480.578584,2,20,2011,Oregon,No,Basic,Bachelor,Employed,M,Urban,Married,Corporate Auto,Offer4,Web,SUV,Medsize
4628,7519.133631,96306,95,12,17,1,6,185.355353,2,20,2011,California,Yes,Extended,High School or Below,Employed,M,Rural,Divorced,Personal Auto,Offer1,Agent,Four-Door Car,Medsize
4629,3746.03079,70342,96,3,99,1,1,685.907341,1,26,2011,Nevada,No,Extended,Bachelor,Employed,F,Suburban,Single,Personal Auto,Offer3,Web,Four-Door Car,Small
4630,2662.0,72421,65,8,23,0,1,312.0,1,2,2011,Arizona,Yes,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Offer2,Call Center,Four-Door Car,Small
4631,4548.291613,0,132,5,88,3,1,773.0,2,6,2011,California,No,Extended,Bachelor,Unemployed,F,Suburban,Married,Personal Auto,Offer1,Branch,Sports Car,Large
4632,2885.002508,77748,72,1,51,0,1,104.0,1,21,2011,Oregon,No,Basic,College,Employed,F,Rural,Married,Personal Auto,Offer2,Branch,Two-Door Car,Medsize
4633,4883.551402,19096,64,17,5,0,3,374.8996,1,2,2011,Oregon,No,Basic,Bachelor,Disabled,F,Suburban,Divorced,Personal Auto,Offer1,Web,Two-Door Car,Medsize
4634,9061.057741,73876,112,19,71,0,8,419.303041,2,18,2011,Arizona,No,Premium,Master,Employed,F,Urban,Married,Personal Auto,Offer3,Web,Four-Door Car,Medsize
4635,15433.0,0,237,1,29,0,5,773.0,1,15,2011,Washington,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Offer3,Agent,Luxury Car,Medsize
4636,11177.7521,20742,100,17,52,0,2,455.851876,1,16,2011,Oregon,No,Basic,Bachelor,Employed,M,Urban,Single,Personal Auto,Offer2,Web,SUV,Medsize
4637,4364.311891,44804,114,15,13,0,1,773.0,1,18,2011,Arizona,No,Basic,College,Employed,M,Suburban,Single,Corporate Auto,Offer4,Branch,SUV,Medsize
4638,15433.0,52993,64,16,86,0,2,304.699889,1,1,2011,Arizona,No,Basic,Bachelor,Employed,F,Urban,Married,Personal Auto,Offer1,Call Center,Four-Door Car,Medsize
4639,4926.282836,49185,61,11,92,0,8,126.950071,1,9,2011,Oregon,No,Basic,Bachelor,Employed,F,Rural,Married,Corporate Auto,Offer3,Branch,Two-Door Car,Medsize
4640,15433.0,69240,194,16,29,0,2,744.769131,2,1,2011,Oregon,No,Basic,High School or Below,Employed,F,Urban,Single,Personal Auto,Offer2,Branch,Luxury SUV,Medsize
4641,5149.301306,26877,131,5,2,0,1,628.8,1,22,2011,Oregon,No,Extended,Bachelor,Employed,F,Suburban,Married,Personal Auto,Offer4,Agent,SUV,Small
4642,8016.747629,82828,67,14,36,1,2,217.472776,1,29,2011,Arizona,No,Basic,Bachelor,Employed,F,Urban,Married,Personal Auto,Offer4,Agent,Four-Door Car,Medsize
4643,2662.0,99824,63,1,56,0,1,302.4,2,11,2011,California,No,Basic,Bachelor,Employed,M,Suburban,Married,Special Auto,Offer1,Agent,Four-Door Car,Medsize
4644,10498.92645,30352,89,21,13,0,2,146.110685,2,4,2011,California,No,Extended,Bachelor,Employed,M,Rural,Married,Personal Auto,Offer1,Web,Four-Door Car,Medsize
4645,2662.0,0,69,7,68,0,1,331.2,2,8,2011,Oregon,No,Basic,College,Unemployed,M,Suburban,Married,Corporate Auto,Offer2,Branch,Two-Door Car,Medsize
4646,6057.07208,27681,83,13,62,0,9,398.4,2,14,2011,Oregon,Yes,Extended,Bachelor,Retired,M,Suburban,Married,Personal Auto,Offer2,Agent,Two-Door Car,Medsize
4647,8295.837442,85478,103,29,15,0,6,224.159416,2,10,2011,Nevada,No,Premium,Bachelor,Employed,F,Rural,Married,Personal Auto,Offer1,Call Center,Two-Door Car,Medsize
4648,2786.661219,94310,70,1,76,4,1,430.769347,1,3,2011,Oregon,No,Basic,High School or Below,Employed,F,Suburban,Divorced,Corporate Auto,Offer4,Agent,Four-Door Car,Small
4649,15433.0,13663,97,1,66,0,2,465.6,2,1,2011,Oregon,Yes,Extended,College,Retired,F,Suburban,Single,Corporate Auto,Offer1,Branch,Four-Door Car,Small
4650,11469.62991,10384,151,5,72,0,5,773.0,1,6,2011,Arizona,No,Premium,High School or Below,Disabled,F,Suburban,Married,Personal Auto,Offer1,Agent,SUV,Medsize
4651,3557.368368,17272,93,30,58,0,1,446.4,2,21,2011,California,No,Extended,Doctor,Disabled,M,Suburban,Married,Personal Auto,Offer4,Call Center,Two-Door Car,Medsize
4652,8317.302513,64367,104,2,14,0,9,104.0,1,18,2011,Nevada,No,Basic,College,Employed,F,Rural,Married,Personal Auto,Offer3,Call Center,SUV,Medsize
4653,7601.951104,47519,96,21,2,0,4,245.248248,1,29,2011,Oregon,No,Extended,Bachelor,Employed,M,Urban,Married,Personal Auto,Offer2,Branch,Two-Door Car,Medsize
4654,9426.971158,26263,85,11,31,0,2,475.159732,1,16,2011,Arizona,No,Extended,College,Medical Leave,M,Suburban,Divorced,Special Auto,Offer4,Agent,Two-Door Car,Large
4655,6418.849149,0,63,30,34,0,2,556.85728,1,17,2011,Oregon,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Call Center,Two-Door Car,Medsize
4656,6788.084852,0,93,2,70,0,9,773.0,1,13,2011,California,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Offer2,Branch,Two-Door Car,Medsize
4657,3358.660979,77309,83,22,6,0,1,596.320943,2,18,2011,California,No,Extended,High School or Below,Employed,F,Suburban,Married,Personal Auto,Offer4,Agent,Two-Door Car,Small
4658,2662.0,50876,61,13,60,0,1,171.248196,1,10,2011,Oregon,No,Basic,College,Employed,F,Urban,Married,Personal Auto,Offer1,Agent,Four-Door Car,Medsize
4659,4505.85011,20284,65,14,84,1,3,532.806637,2,3,2011,Oregon,No,Basic,Bachelor,Medical Leave,M,Suburban,Single,Personal Auto,Offer1,Agent,Four-Door Car,Medsize
4660,2662.0,22567,69,6,12,0,1,496.8,1,3,2011,California,No,Basic,College,Retired,M,Suburban,Single,Personal Auto,Offer4,Branch,Four-Door Car,Large
4661,2662.0,63546,64,1,53,0,1,131.813652,1,27,2011,California,No,Basic,Bachelor,Employed,M,Rural,Married,Personal Auto,Offer3,Call Center,Four-Door Car,Medsize
4662,6414.081362,0,89,0,12,0,5,640.8,1,22,2011,Nevada,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Call Center,Four-Door Car,Medsize
4663,2662.0,28137,65,23,2,0,1,312.0,1,12,2011,Oregon,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,Offer3,Web,Two-Door Car,Large
4664,2961.31408,22608,77,5,10,0,1,369.6,2,28,2011,California,No,Extended,Master,Medical Leave,M,Suburban,Married,Personal Auto,Offer2,Agent,Four-Door Car,Small
4665,2759.978287,92296,69,4,65,0,1,331.2,1,3,2011,California,Yes,Basic,Bachelor,Employed,M,Suburban,Married,Corporate Auto,Offer2,Agent,Two-Door Car,Medsize
4666,3341.6835,0,69,9,72,5,3,331.2,2,10,2011,Oregon,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Offer4,Branch,Two-Door Car,Large
4667,5169.49937,12430,73,22,13,0,4,350.4,2,26,2011,Washington,Yes,Basic,High School or Below,Medical Leave,M,Suburban,Single,Special Auto,Offer2,Call Center,Four-Door Car,Medsize
4668,4117.37239,0,116,19,99,0,1,773.0,2,11,2011,Oregon,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Web,SUV,Small
4669,5552.596353,50470,71,1,87,0,8,377.498287,2,27,2011,Washington,No,Basic,High School or Below,Employed,M,Suburban,Divorced,Corporate Auto,Offer4,Call Center,Two-Door Car,Large
4670,7285.030983,44788,61,6,48,0,2,386.031248,2,28,2011,Arizona,Yes,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Offer2,Agent,Four-Door Car,Small
4671,13916.93446,52423,119,2,80,1,2,571.2,1,2,2011,Nevada,No,Premium,College,Employed,F,Suburban,Single,Corporate Auto,Offer1,Web,Four-Door Car,Medsize
4672,11044.42715,29696,139,17,41,0,3,478.107847,1,4,2011,Nevada,No,Extended,College,Employed,F,Urban,Single,Personal Auto,Offer3,Call Center,SUV,Medsize
4673,3531.039178,26884,89,11,84,0,1,238.132215,2,25,2011,Oregon,No,Extended,College,Employed,F,Urban,Married,Special Auto,Offer4,Call Center,Four-Door Car,Medsize
4674,2759.618207,64388,69,12,51,0,1,331.2,1,9,2011,California,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Offer1,Agent,Two-Door Car,Small
4675,6500.409697,0,61,13,37,0,2,292.8,1,3,2011,Oregon,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Agent,Four-Door Car,Medsize
4676,6369.262355,34498,83,30,72,0,7,398.4,1,20,2011,Oregon,Yes,Extended,High School or Below,Employed,M,Suburban,Single,Personal Auto,Offer2,Branch,Two-Door Car,Small
4677,13083.48622,73060,108,9,78,0,2,518.4,2,9,2011,Arizona,No,Basic,Bachelor,Employed,M,Suburban,Married,Special Auto,Offer2,Call Center,SUV,Medsize
4678,2662.0,0,63,8,83,0,1,453.6,1,29,2011,Oregon,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Branch,Two-Door Car,Medsize
4679,8447.888167,61337,105,35,46,0,9,104.0,2,18,2011,Arizona,No,Basic,Bachelor,Employed,F,Rural,Married,Personal Auto,Offer1,Call Center,SUV,Medsize
4680,5075.420953,0,73,28,8,0,3,350.4,1,11,2011,Nevada,No,Basic,College,Unemployed,M,Suburban,Single,Corporate Auto,Offer3,Agent,Two-Door Car,Medsize
4681,3527.851585,59496,88,22,64,0,1,189.144728,2,8,2011,Arizona,No,Extended,Bachelor,Employed,F,Rural,Married,Personal Auto,Offer1,Agent,Four-Door Car,Medsize
4682,13061.51639,0,180,4,45,0,6,773.0,1,18,2011,Oregon,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Offer2,Agent,Luxury Car,Medsize
4683,6259.510365,37813,78,4,26,1,5,104.0,1,31,2011,Arizona,No,Extended,Master,Employed,F,Rural,Married,Corporate Auto,Offer1,Agent,Four-Door Car,Medsize
4684,15433.0,55907,104,23,64,0,2,499.2,1,24,2011,Oregon,No,Basic,College,Employed,F,Suburban,Married,Corporate Auto,Offer1,Agent,SUV,Large
4685,5791.610721,80480,72,6,55,0,7,242.842607,2,5,2011,Arizona,No,Basic,College,Employed,F,Urban,Married,Personal Auto,Offer3,Agent,Four-Door Car,Medsize
4686,7980.488637,72734,66,7,96,0,2,195.218968,1,20,2011,Oregon,No,Basic,Bachelor,Employed,M,Urban,Married,Personal Auto,Offer4,Web,Two-Door Car,Large
4687,2767.499996,0,72,27,60,0,1,104.0,1,27,2011,Washington,No,Basic,High School or Below,Unemployed,F,Rural,Married,Personal Auto,Offer1,Web,Four-Door Car,Medsize
4688,2975.256549,36548,76,10,95,0,1,547.2,1,6,2011,Arizona,No,Extended,Bachelor,Employed,M,Suburban,Married,Personal Auto,Offer2,Agent,Four-Door Car,Small
4689,4178.586494,62113,104,1,0,0,1,104.0,1,28,2011,Arizona,No,Basic,Master,Employed,M,Rural,Married,Personal Auto,Offer2,Web,SUV,Medsize
4690,4734.257944,0,67,7,75,0,5,747.458052,1,30,2011,Arizona,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Offer3,Agent,Four-Door Car,Medsize
4691,4315.788632,41252,109,25,31,0,1,514.059402,2,25,2011,California,No,Basic,Bachelor,Employed,F,Urban,Married,Personal Auto,Offer2,Branch,SUV,Medsize
4692,6126.568309,61139,76,4,16,0,4,364.8,1,1,2011,Oregon,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,Offer2,Web,Four-Door Car,Medsize
4693,2694.599099,26744,68,16,61,0,1,326.4,2,5,2011,Arizona,No,Basic,Bachelor,Employed,F,Suburban,Married,Corporate Auto,Offer2,Agent,Two-Door Car,Large
4694,9338.08481,0,132,17,34,0,3,773.0,2,4,2011,California,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Branch,SUV,Medsize
4695,15433.0,74640,66,0,44,0,2,375.514273,1,15,2011,California,No,Basic,College,Employed,F,Suburban,Married,Corporate Auto,Offer1,Branch,Four-Door Car,Large
4696,2662.0,88126,64,27,71,1,1,151.973156,2,1,2011,Oregon,No,Basic,Bachelor,Employed,M,Rural,Married,Personal Auto,Offer2,Branch,Four-Door Car,Medsize
4697,2808.078361,55005,70,31,39,1,1,336.0,1,23,2011,California,No,Basic,Bachelor,Employed,F,Suburban,Divorced,Personal Auto,Offer4,Call Center,Four-Door Car,Medsize
4698,9710.286449,33190,123,1,95,0,4,104.0,1,23,2011,California,No,Extended,High School or Below,Employed,M,Rural,Single,Personal Auto,Offer1,Call Center,Sports Car,Medsize
4699,15190.65404,0,71,4,64,4,2,773.0,2,12,2011,California,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Offer2,Call Center,Four-Door Car,Small
4700,4069.776372,0,117,0,42,0,1,609.801279,1,13,2011,Oregon,No,Premium,College,Unemployed,F,Suburban,Single,Corporate Auto,Offer2,Branch,Four-Door Car,Medsize
4701,6612.220871,0,97,31,34,2,9,669.399277,1,31,2011,Oregon,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Web,Four-Door Car,Medsize
4702,2662.0,0,64,0,8,1,1,731.479725,1,16,2011,California,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Offer2,Agent,Four-Door Car,Small
4703,5090.44875,25226,71,13,97,1,4,340.8,2,8,2011,Arizona,No,Basic,Bachelor,Disabled,F,Suburban,Divorced,Personal Auto,Offer1,Branch,Four-Door Car,Medsize
4704,3353.381136,63398,83,29,46,0,1,292.206784,1,30,2011,California,No,Extended,Master,Employed,F,Urban,Married,Personal Auto,Offer2,Web,Four-Door Car,Medsize
4705,8532.989751,30092,108,33,90,0,9,192.265438,1,10,2011,Oregon,No,Basic,Master,Employed,M,Rural,Married,Personal Auto,Offer2,Call Center,SUV,Large
4706,2662.0,37876,69,13,15,0,1,300.056383,2,20,2011,Washington,Yes,Basic,College,Employed,M,Urban,Single,Corporate Auto,Offer2,Agent,Four-Door Car,Medsize
4707,6071.907243,12201,84,14,63,0,4,604.8,2,5,2011,Oregon,No,Extended,High School or Below,Retired,F,Suburban,Divorced,Corporate Auto,Offer1,Branch,Four-Door Car,Medsize
4708,9061.767848,37970,115,8,44,0,3,124.967415,1,19,2011,Oregon,No,Basic,College,Employed,M,Rural,Married,Personal Auto,Offer1,Agent,SUV,Medsize
4709,2662.0,28898,67,15,85,0,1,104.0,2,22,2011,Nevada,No,Basic,Bachelor,Disabled,M,Rural,Married,Corporate Auto,Offer1,Branch,Four-Door Car,Medsize
4710,2662.0,23845,61,33,34,0,1,292.8,1,17,2011,Oregon,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Offer2,Call Center,Four-Door Car,Large
4711,7408.167551,62810,187,14,22,1,1,104.0,1,11,2011,California,No,Basic,High School or Below,Employed,M,Rural,Married,Corporate Auto,Offer3,Web,Luxury Car,Medsize
4712,3452.414955,65773,89,24,35,4,1,245.308491,2,28,2011,Oregon,No,Extended,Bachelor,Employed,F,Urban,Married,Corporate Auto,Offer2,Call Center,Four-Door Car,Medsize
4713,4481.387593,0,69,1,25,0,4,232.183503,1,7,2011,California,No,Basic,Bachelor,Unemployed,M,Urban,Single,Personal Auto,Offer3,Call Center,Four-Door Car,Medsize
4714,15433.0,0,86,29,45,0,2,568.746405,2,9,2011,California,No,Extended,Bachelor,Unemployed,M,Suburban,Divorced,Personal Auto,Offer2,Branch,Four-Door Car,Medsize
4715,3370.074728,0,95,14,15,1,1,476.903351,2,16,2011,Nevada,No,Extended,Master,Unemployed,M,Suburban,Divorced,Personal Auto,Offer1,Branch,Four-Door Car,Medsize
4716,3746.751625,41479,94,14,38,1,1,104.0,2,26,2011,Oregon,Yes,Extended,College,Employed,F,Rural,Married,Personal Auto,Offer2,Call Center,Two-Door Car,Large
4717,5129.608404,72433,126,34,48,0,1,343.139611,2,23,2011,California,No,Extended,Master,Employed,M,Urban,Married,Personal Auto,Offer2,Agent,SUV,Large
4718,12300.005,74586,103,14,19,0,2,494.4,2,12,2011,Oregon,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,Offer2,Call Center,SUV,Medsize
4719,15433.0,0,234,11,26,0,7,773.0,2,23,2011,California,No,Extended,Bachelor,Unemployed,F,Suburban,Married,Personal Auto,Offer1,Agent,Luxury SUV,Medsize
4720,15433.0,67326,69,17,32,0,2,331.2,2,12,2011,Washington,No,Basic,College,Employed,F,Suburban,Married,Corporate Auto,Offer1,Agent,Four-Door Car,Medsize
4721,15433.0,25285,114,12,84,0,2,547.2,2,8,2011,Arizona,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Offer1,Agent,SUV,Medsize
4722,6838.767672,15871,89,20,19,0,4,427.2,2,1,2011,Arizona,No,Extended,High School or Below,Disabled,M,Suburban,Married,Personal Auto,Offer4,Branch,Four-Door Car,Medsize
4723,6519.287872,38795,82,30,41,1,3,393.6,1,28,2011,Oregon,No,Extended,Master,Employed,M,Suburban,Married,Corporate Auto,Offer1,Branch,Two-Door Car,Small
4724,5712.380598,24882,72,13,20,0,8,345.6,1,28,2011,Oregon,No,Basic,High School or Below,Employed,M,Suburban,Married,Corporate Auto,Offer4,Branch,Two-Door Car,Large
4725,5126.54272,33169,128,33,14,0,1,614.4,1,4,2011,Nevada,No,Extended,College,Employed,F,Suburban,Married,Personal Auto,Offer4,Branch,SUV,Medsize
4726,4984.618655,86305,62,1,99,0,5,104.0,1,11,2011,California,Yes,Basic,Bachelor,Employed,M,Rural,Married,Corporate Auto,Offer2,Call Center,Four-Door Car,Medsize
4727,4102.199975,0,112,31,21,0,1,537.6,2,16,2011,Oregon,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Corporate Auto,Offer3,Agent,SUV,Small
4728,4111.197013,32210,103,16,97,0,1,494.4,1,29,2011,California,No,Basic,College,Employed,F,Suburban,Divorced,Corporate Auto,Offer1,Call Center,SUV,Large
4729,11085.87709,69090,139,24,11,0,5,387.222556,1,20,2011,Nevada,No,Extended,Bachelor,Employed,M,Urban,Married,Personal Auto,Offer1,Agent,Sports Car,Medsize
4730,4745.680421,0,63,23,88,0,3,523.337427,1,27,2011,California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Branch,Four-Door Car,Medsize
4731,5837.528088,83308,73,3,81,1,7,419.471438,1,10,2011,Arizona,No,Basic,Doctor,Employed,M,Suburban,Married,Personal Auto,Offer3,Agent,Four-Door Car,Medsize
4732,15433.0,39034,68,10,55,0,2,466.446708,1,22,2011,Oregon,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Offer1,Agent,Four-Door Car,Small
4733,6444.076976,46750,82,20,74,1,3,672.026958,1,5,2011,Oregon,No,Extended,College,Employed,M,Suburban,Married,Corporate Auto,Offer3,Branch,Two-Door Car,Small
4734,7255.577594,39786,91,2,91,1,9,365.835977,1,9,2011,Oregon,No,Extended,Doctor,Employed,F,Urban,Married,Personal Auto,Offer1,Web,Four-Door Car,Medsize
4735,8197.712164,56788,108,22,34,5,7,579.710188,1,13,2011,Nevada,No,Basic,High School or Below,Employed,M,Suburban,Single,Special Auto,Offer1,Agent,SUV,Medsize
4736,4554.911887,90156,114,16,6,0,1,388.346716,1,13,2011,Nevada,No,Basic,Bachelor,Employed,M,Urban,Married,Personal Auto,Offer2,Call Center,SUV,Small
4737,7069.740965,63867,89,21,4,1,3,432.361631,2,8,2011,Oregon,No,Extended,Bachelor,Employed,F,Suburban,Married,Corporate Auto,Offer3,Branch,Four-Door Car,Medsize
4738,4743.694528,83413,118,0,1,0,1,134.801691,2,10,2011,California,No,Basic,Bachelor,Employed,F,Rural,Married,Personal Auto,Offer2,Web,SUV,Medsize
4739,4019.384424,0,118,2,48,0,1,566.4,2,18,2011,Nevada,No,Basic,College,Unemployed,M,Suburban,Divorced,Personal Auto,Offer1,Branch,SUV,Large
4740,15433.0,36116,171,27,33,2,2,158.126982,1,30,2011,Oregon,No,Premium,Bachelor,Employed,F,Rural,Married,Corporate Auto,Offer1,Branch,SUV,Medsize
4741,2674.730716,56342,69,12,89,0,1,331.2,2,15,2011,Washington,Yes,Basic,College,Employed,M,Suburban,Single,Corporate Auto,Offer2,Call Center,Four-Door Car,Small
4742,9206.429641,55542,117,1,76,0,5,310.651386,1,23,2011,Oregon,No,Basic,College,Employed,F,Urban,Single,Personal Auto,Offer1,Web,Sports Car,Medsize
4743,15433.0,58466,66,7,79,1,2,316.8,2,2,2011,Oregon,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Offer4,Branch,Two-Door Car,Medsize
4744,4770.550911,12964,65,2,37,0,4,362.774545,2,1,2011,Oregon,Yes,Basic,College,Medical Leave,F,Suburban,Single,Personal Auto,Offer1,Web,Two-Door Car,Medsize
4745,3768.086327,43412,94,33,38,0,1,509.722387,1,26,2011,Washington,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,Offer4,Agent,Two-Door Car,Medsize
4746,2893.739608,82611,74,23,87,1,1,355.2,1,25,2011,Nevada,No,Basic,Master,Employed,M,Suburban,Single,Personal Auto,Offer2,Web,Four-Door Car,Medsize
4747,11611.94584,28915,76,10,49,0,2,364.8,2,11,2011,Arizona,No,Extended,Bachelor,Employed,M,Suburban,Single,Personal Auto,Offer4,Web,Four-Door Car,Medsize
4748,14246.14841,0,207,13,68,0,6,773.0,2,2,2011,Oregon,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Offer2,Agent,Luxury Car,Small
4749,2662.0,0,70,19,27,0,1,336.0,2,9,2011,Arizona,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Personal Auto,Offer4,Agent,Four-Door Car,Medsize
4750,3226.516193,91774,81,4,21,0,1,285.020982,1,10,2011,California,No,Extended,College,Employed,F,Urban,Single,Personal Auto,Offer1,Call Center,Four-Door Car,Medsize
4751,2662.0,27972,61,7,38,0,1,292.8,1,5,2011,Washington,Yes,Basic,High School or Below,Retired,M,Suburban,Married,Personal Auto,Offer3,Web,Four-Door Car,Medsize
4752,10623.40552,0,96,11,16,0,2,460.8,1,23,2011,California,No,Extended,Bachelor,Unemployed,M,Suburban,Married,Personal Auto,Offer2,Agent,Four-Door Car,Small
4753,8304.688878,0,122,22,14,2,9,681.328474,2,19,2011,Oregon,No,Extended,College,Unemployed,M,Suburban,Married,Corporate Auto,Offer2,Agent,SUV,Small
4754,5155.529312,77857,64,0,99,0,9,160.62847,1,18,2011,California,No,Basic,College,Employed,F,Rural,Married,Personal Auto,Offer1,Agent,Four-Door Car,Small
4755,4407.769164,0,62,18,34,0,3,114.097383,1,21,2011,Oregon,No,Basic,Bachelor,Unemployed,F,Rural,Divorced,Personal Auto,Offer1,Branch,Four-Door Car,Medsize
4756,2955.495724,56502,74,15,78,0,1,355.2,1,21,2011,California,No,Basic,Doctor,Employed,F,Suburban,Single,Personal Auto,Offer3,Branch,Four-Door Car,Medsize
4757,3900.906002,95018,97,21,81,0,1,315.879728,2,9,2011,Oregon,No,Extended,Bachelor,Employed,M,Urban,Married,Personal Auto,Offer2,Web,Four-Door Car,Large
4758,4531.372981,23705,122,33,2,4,1,585.6,1,10,2011,Oregon,No,Extended,Bachelor,Employed,M,Suburban,Married,Personal Auto,Offer1,Agent,SUV,Medsize
4759,2813.309659,72333,70,10,20,0,1,177.224451,2,1,2011,California,No,Basic,Bachelor,Employed,M,Urban,Married,Personal Auto,Offer2,Agent,Two-Door Car,Large
4760,7196.721128,0,107,22,96,0,4,770.4,1,8,2011,Arizona,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Offer4,Web,SUV,Medsize
4761,6301.102478,47622,80,15,13,0,7,305.544034,1,13,2011,Arizona,No,Extended,Bachelor,Employed,M,Urban,Married,Personal Auto,Offer1,Call Center,Four-Door Car,Medsize
4762,7799.440458,0,105,33,7,0,3,504.0,1,6,2011,Nevada,No,Basic,Bachelor,Unemployed,F,Suburban,Married,Personal Auto,Offer1,Web,SUV,Medsize
